508672800 0 3912.192751739426 3.439e-05 SAT BIASGRACEB  
508673100 0 3913.427099250801 3.423e-05 SAT BIASGRACEB  
508673400 0 3914.661474468896 3.422e-05 SAT BIASGRACEB  
508673700 0 3915.895895216279 3.415e-05 SAT BIASGRACEB  
508674000 0 3917.13033861026 3.419e-05 SAT BIASGRACEB  
508674300 0 3918.364795655388 3.411e-05 SAT BIASGRACEB  
508674600 0 3919.599257335452 3.405e-05 SAT BIASGRACEB  
508674900 0 3920.83369156308 3.402e-05 SAT BIASGRACEB  
508675200 0 3922.068101009256 3.403e-05 SAT BIASGRACEB  
508675500 0 3923.302414623519 3.398e-05 SAT BIASGRACEB  
508675800 0 3924.536623218848 3.391e-05 SAT BIASGRACEB  
508676100 0 3925.770706895506 3.384e-05 SAT BIASGRACEB  
508676400 0 3927.004745830701 3.386e-05 SAT BIASGRACEB  
508676700 0 3928.238820508873 3.367e-05 SAT BIASGRACEB  
508677000 0 3929.472978887184 3.361e-05 SAT BIASGRACEB  
508677300 0 3930.707212749106 3.355e-05 SAT BIASGRACEB  
508677600 0 3931.941532494374 3.344e-05 SAT BIASGRACEB  
508677900 0 3933.175899055618 3.337e-05 SAT BIASGRACEB  
508678200 0 3934.410265249277 3.343e-05 SAT BIASGRACEB  
508678500 0 3935.644637900777 3.334e-05 SAT BIASGRACEB  
508678800 0 3936.879029115474 3.326e-05 SAT BIASGRACEB  
508679100 0 3938.113453799854 3.331e-05 SAT BIASGRACEB  
508679400 0 3939.347909129404 3.331e-05 SAT BIASGRACEB  
508679700 0 3940.582413611081 3.323e-05 SAT BIASGRACEB  
508680000 0 3941.816911811922 3.324e-05 SAT BIASGRACEB  
508680300 0 3943.051401145567 3.324e-05 SAT BIASGRACEB  
508680600 0 3944.285829880059 3.319e-05 SAT BIASGRACEB  
508680900 0 3945.520181781285 3.315e-05 SAT BIASGRACEB  
508681200 0 3946.754426425506 3.315e-05 SAT BIASGRACEB  
508681500 0 3947.988586162908 3.3e-05 SAT BIASGRACEB  
508681800 0 3949.222706485171 3.304e-05 SAT BIASGRACEB  
508682100 0 3950.456848218952 3.292e-05 SAT BIASGRACEB  
508682400 0 3951.691072144496 3.287e-05 SAT BIASGRACEB  
508682700 0 3952.925340077065 3.28e-05 SAT BIASGRACEB  
508683000 0 3954.1596311178 3.272e-05 SAT BIASGRACEB  
508683300 0 3955.393956368811 3.282e-05 SAT BIASGRACEB  
508683600 0 3956.628303413866 3.278e-05 SAT BIASGRACEB  
508683900 0 3957.862673774887 3.261e-05 SAT BIASGRACEB  
508684200 0 3959.097078084031 3.256e-05 SAT BIASGRACEB  
508684500 0 3960.331518617787 3.266e-05 SAT BIASGRACEB  
508684800 0 3961.565970754766 3.267e-05 SAT BIASGRACEB  
508685100 0 3962.800479723981 3.269e-05 SAT BIASGRACEB  
508685400 0 3964.035021718624 3.27e-05 SAT BIASGRACEB  
508685700 0 3965.269563617057 3.26e-05 SAT BIASGRACEB  
508686000 0 3966.504055542385 3.261e-05 SAT BIASGRACEB  
508686300 0 3967.738513528289 3.268e-05 SAT BIASGRACEB  
508686600 0 3968.972893620261 3.257e-05 SAT BIASGRACEB  
508686900 0 3970.207155371032 3.254e-05 SAT BIASGRACEB  
508687200 0 3971.441325815445 3.256e-05 SAT BIASGRACEB  
508687500 0 3972.675533316479 3.253e-05 SAT BIASGRACEB  
508687800 0 3973.909830470405 3.257e-05 SAT BIASGRACEB  
508688100 0 3975.144159745497 3.24e-05 SAT BIASGRACEB  
508688400 0 3976.378528934672 3.247e-05 SAT BIASGRACEB  
508688700 0 3977.612923328325 3.25e-05 SAT BIASGRACEB  
508689000 0 3978.847310631617 3.249e-05 SAT BIASGRACEB  
508689300 0 3980.081725009309 3.255e-05 SAT BIASGRACEB  
508689600 0 3981.316156901883 3.258e-05 SAT BIASGRACEB  
508689900 0 3982.550644230133 3.245e-05 SAT BIASGRACEB  
508690200 0 3983.785156605142 3.261e-05 SAT BIASGRACEB  
508690500 0 3985.019703890554 3.254e-05 SAT BIASGRACEB  
508690800 0 3986.254308978752 3.264e-05 SAT BIASGRACEB  
508691100 0 3987.488918610368 3.257e-05 SAT BIASGRACEB  
